AssignmentStatus,WorkTimeInSeconds,Input.case,Input.query,Input.title,Input.link,Input.imglink,Input.snippet_A,Input.snippet_B,Answer.better,Answer.case,Answer.query,Answer.quest
Approved,48,152,Regional Library,Audubon Regional Library,http://audubonregional.org/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_0.png,<p>Audubon Regional Library prides itself on providing fun and educational programs to all of its patrons. We look forward to seeing you at our next program!</p>,<p>The library at Audubon Regional is proud to say that it provides educational and entertaining programs for all of their patrons. They anticipate your attendance at their next program!</p>,1,152|152,Regional Library,o
Approved,63,152,Regional Library,Audubon Regional Library,http://audubonregional.org/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_0.png,<p>Audubon Regional Library prides itself on providing fun and educational programs to all of its patrons. We look forward to seeing you at our next program!</p>,<p>The library at Audubon Regional is proud to say that it provides educational and entertaining programs for all of their patrons. They anticipate your attendance at their next program!</p>,1,152|152,Regional Library,o
Approved,14,153,Regional Library,Audubon Regional Library,http://audubonregional.org/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_0.png,<p>Audubon Regional Library prides itself on providing fun and educational programs to all of its patrons. We look forward to seeing you at our next program!</p>,<p>Audubon Library is committed to offering a wide variety of programs and events to their community. Their available programs range from a children's reading corner to a resume building workshop for working adults. There is something for everyone in the family.</p>,2,153|153,Regional Library,s
Approved,89,153,Regional Library,Audubon Regional Library,http://audubonregional.org/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_0.png,<p>Audubon Regional Library prides itself on providing fun and educational programs to all of its patrons. We look forward to seeing you at our next program!</p>,<p>Audubon Library is committed to offering a wide variety of programs and events to their community. Their available programs range from a children's reading corner to a resume building workshop for working adults. There is something for everyone in the family.</p>,2,153|153,Regional Library,o
Approved,58,153,Regional Library,Audubon Regional Library,http://audubonregional.org/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_0.png,<p>Audubon Regional Library prides itself on providing fun and educational programs to all of its patrons. We look forward to seeing you at our next program!</p>,<p>Audubon Library is committed to offering a wide variety of programs and events to their community. Their available programs range from a children's reading corner to a resume building workshop for working adults. There is something for everyone in the family.</p>,2,153|153,Regional Library,o
Approved,215,153,Regional Library,Audubon Regional Library,http://audubonregional.org/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_0.png,<p>Audubon Regional Library prides itself on providing fun and educational programs to all of its patrons. We look forward to seeing you at our next program!</p>,<p>Audubon Library is committed to offering a wide variety of programs and events to their community. Their available programs range from a children's reading corner to a resume building workshop for working adults. There is something for everyone in the family.</p>,2,153|153,Regional Library,o
Approved,47,153,Regional Library,Audubon Regional Library,http://audubonregional.org/,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_0.png,<p>Audubon Regional Library prides itself on providing fun and educational programs to all of its patrons. We look forward to seeing you at our next program!</p>,<p>Audubon Library is committed to offering a wide variety of programs and events to their community. Their available programs range from a children's reading corner to a resume building workshop for working adults. There is something for everyone in the family.</p>,2,153|153,Regional Library,a
Approved,173,154,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>",<p>Stretching back even to the late 18th century American have settle abroad or immigrated to India. This gives India a history of Indian citizens of American descent.</p>,g,154|154,Living in India,o
Approved,47,154,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>",<p>Stretching back even to the late 18th century American have settle abroad or immigrated to India. This gives India a history of Indian citizens of American descent.</p>,b,154|154,Living in India,o
Approved,96,154,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>",<p>Stretching back even to the late 18th century American have settle abroad or immigrated to India. This gives India a history of Indian citizens of American descent.</p>,2,154|154,Living in India,s
Approved,50,154,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>",<p>Stretching back even to the late 18th century American have settle abroad or immigrated to India. This gives India a history of Indian citizens of American descent.</p>,2,154|154,Living in India,o
Approved,53,154,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>",<p>Stretching back even to the late 18th century American have settle abroad or immigrated to India. This gives India a history of Indian citizens of American descent.</p>,b,154|154,Living in India,o
Rejected,16,154,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>",<p>Stretching back even to the late 18th century American have settle abroad or immigrated to India. This gives India a history of Indian citizens of American descent.</p>,g,154|154,Living in India,s
Approved,44,155,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>","<p>Americans in India involve ostracizes from the United states living in India, alongside Indian subjects of American Plummet. They have a history extending back to the late eighteen century.</p>",2,155|155,Living in India,a
Approved,81,155,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>","<p>Americans in India involve ostracizes from the United states living in India, alongside Indian subjects of American Plummet. They have a history extending back to the late eighteen century.</p>",1,155|155,Living in India,o
Approved,78,155,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>","<p>Americans in India involve ostracizes from the United states living in India, alongside Indian subjects of American Plummet. They have a history extending back to the late eighteen century.</p>",b,155|155,Living in India,o
Approved,17,155,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>","<p>Americans in India involve ostracizes from the United states living in India, alongside Indian subjects of American Plummet. They have a history extending back to the late eighteen century.</p>",1,155|155,Living in India,o
Approved,120,155,Living in India,Americans in India - Wikipedia,https://en.wikipedia.org/wiki/Americans_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_1.png,"<p>Americans in India comprise expatriates and immigrants from the United States living in India, along with Indian citizens of American descent. They have a history stretching back to the late 18th century.</p>","<p>Americans in India involve ostracizes from the United states living in India, alongside Indian subjects of American Plummet. They have a history extending back to the late eighteen century.</p>",1,155|155,Living in India,a
Approved,51,156,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>","<p>You'll want to register early for GMAT prep courses through the University of Minnesota, Minneapolis.  The courses often sell out, so register while space is still available.</p>",1,156|156,GMAT prep classes,o
Approved,64,156,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>","<p>You'll want to register early for GMAT prep courses through the University of Minnesota, Minneapolis.  The courses often sell out, so register while space is still available.</p>",2,156|156,GMAT prep classes,o
Approved,181,156,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>","<p>You'll want to register early for GMAT prep courses through the University of Minnesota, Minneapolis.  The courses often sell out, so register while space is still available.</p>",g,156|156,GMAT prep classes,o
Approved,13,156,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>","<p>You'll want to register early for GMAT prep courses through the University of Minnesota, Minneapolis.  The courses often sell out, so register while space is still available.</p>",2,156|156,GMAT prep classes,s
Approved,158,156,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>","<p>You'll want to register early for GMAT prep courses through the University of Minnesota, Minneapolis.  The courses often sell out, so register while space is still available.</p>",2,156|156,GMAT prep classes,o
Approved,106,157,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,<p>You can find GMAT prep courses on the University of Minnesota Minneapolis campus or online. It's encouraged that you register early before they sell out.</p>,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>",2,157|157,GMAT prep classes,a
Approved,112,157,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,<p>You can find GMAT prep courses on the University of Minnesota Minneapolis campus or online. It's encouraged that you register early before they sell out.</p>,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>",2,157|157,GMAT prep classes,s
Approved,60,157,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,<p>You can find GMAT prep courses on the University of Minnesota Minneapolis campus or online. It's encouraged that you register early before they sell out.</p>,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>",g,157|157,GMAT prep classes,a
Approved,67,157,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,<p>You can find GMAT prep courses on the University of Minnesota Minneapolis campus or online. It's encouraged that you register early before they sell out.</p>,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>",1,157|157,GMAT prep classes,s
Approved,98,157,GMAT prep classes,GMAT Prep: Online and On Campus | College of Continuing Education,https://cce.umn.edu/gmat-prep-online-and-on-campus,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/GMAT prep classes_0.png,<p>You can find GMAT prep courses on the University of Minnesota Minneapolis campus or online. It's encouraged that you register early before they sell out.</p>,"<p>GMAT prep courses are available either online or on the University of Minnesota Minneapolis campus. Early registration for GMAT prep courses is encouraged, as courses often sell out.</p>",g,157|157,GMAT prep classes,a
Approved,63,158,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>In India, the standard of living varies greatly from state to state.  India is quickly becoming a very large and globally important consumer economy.  In fact, in 2015, the economy grew at 7.6%.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",b,158|158,Living in India,o
Approved,70,158,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>In India, the standard of living varies greatly from state to state.  India is quickly becoming a very large and globally important consumer economy.  In fact, in 2015, the economy grew at 7.6%.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",g,158|158,Living in India,o
Approved,392,158,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>In India, the standard of living varies greatly from state to state.  India is quickly becoming a very large and globally important consumer economy.  In fact, in 2015, the economy grew at 7.6%.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",2,158|158,Living in India,o
Approved,15,158,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>In India, the standard of living varies greatly from state to state.  India is quickly becoming a very large and globally important consumer economy.  In fact, in 2015, the economy grew at 7.6%.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",1,158|158,Living in India,s
Approved,60,158,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>In India, the standard of living varies greatly from state to state.  India is quickly becoming a very large and globally important consumer economy.  In fact, in 2015, the economy grew at 7.6%.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",1,158|158,Living in India,s
Rejected,35,158,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>In India, the standard of living varies greatly from state to state.  India is quickly becoming a very large and globally important consumer economy.  In fact, in 2015, the economy grew at 7.6%.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",g,158|158,Living in India,s
Approved,104,159,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>India has one of the quickest growing economies of the world. the standard of living differs from state to state, though the growth rate hit 7.6% in 2005 alone. This puts India on the map as a global energy consumer.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",2,159|159,Living in India,s
Approved,54,159,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>India has one of the quickest growing economies of the world. the standard of living differs from state to state, though the growth rate hit 7.6% in 2005 alone. This puts India on the map as a global energy consumer.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",1,159|159,Living in India,a
Approved,104,159,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>India has one of the quickest growing economies of the world. the standard of living differs from state to state, though the growth rate hit 7.6% in 2005 alone. This puts India on the map as a global energy consumer.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",1,159|159,Living in India,m
Approved,472,159,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>India has one of the quickest growing economies of the world. the standard of living differs from state to state, though the growth rate hit 7.6% in 2005 alone. This puts India on the map as a global energy consumer.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",2,159|159,Living in India,a
Approved,78,159,Living in India,Standard of living in India - Wikipedia,https://en.wikipedia.org/wiki/Standard_of_living_in_India,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Living in India_2.png,"<p>India has one of the quickest growing economies of the world. the standard of living differs from state to state, though the growth rate hit 7.6% in 2005 alone. This puts India on the map as a global energy consumer.</p>","<p>Standard of living in India varies from state to state. With one of the fastest growing economies in the world, clocked at a growth rate of 7.6% in 2015, India is on its way to becoming a large and globally important consumer economy.</p>",1,159|159,Living in India,o
Approved,14,160,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility founded in 1987 has always made accessible materials, archives, and manuscripts for the University of California library.</p>",2,160|160,Regional Library,s
Approved,52,160,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility founded in 1987 has always made accessible materials, archives, and manuscripts for the University of California library.</p>",2,160|160,Regional Library,o
Approved,102,160,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility founded in 1987 has always made accessible materials, archives, and manuscripts for the University of California library.</p>",g,160|160,Regional Library,o
Approved,290,160,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility founded in 1987 has always made accessible materials, archives, and manuscripts for the University of California library.</p>",1,160|160,Regional Library,m
Approved,192,160,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility founded in 1987 has always made accessible materials, archives, and manuscripts for the University of California library.</p>",g,160|160,Regional Library,o
Approved,75,161,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility, which is also referred to as SRLF, was built in 1987. It includes space for the University of California library materials. Some of the items that you would find are archives and manuscript collections.</p>",1,161|161,Regional Library,a
Approved,86,161,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility, which is also referred to as SRLF, was built in 1987. It includes space for the University of California library materials. Some of the items that you would find are archives and manuscript collections.</p>",2,161|161,Regional Library,o
Approved,52,161,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility, which is also referred to as SRLF, was built in 1987. It includes space for the University of California library materials. Some of the items that you would find are archives and manuscript collections.</p>",2,161|161,Regional Library,o
Approved,10,161,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility, which is also referred to as SRLF, was built in 1987. It includes space for the University of California library materials. Some of the items that you would find are archives and manuscript collections.</p>",1,161|161,Regional Library,s
Approved,197,161,Regional Library,Southern Regional Library Facility | UCLA Library,http://www.library.ucla.edu/srlf,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/Regional Library_1.png,"<p>Established in 1987, the Southern Regional Library Facility (known as the SRLF) provides space for University of California library materials, archives and manuscript collections.</p>","<p>The Southern Regional Library Facility, which is also referred to as SRLF, was built in 1987. It includes space for the University of California library materials. Some of the items that you would find are archives and manuscript collections.</p>",1,161|161,Regional Library,o
Approved,58,162,The Sun,How to Photograph the Sun | B&H Explora,https://www.bhphotovideo.com/explora/photography/tips-and-solutions/how-photograph-sun,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Sun_2.png,"<p>The Sun, our source of light and warmth, is a notoriously poor photographic target, due to its extreme brightness and constant emissions of damaging ultraviolet and infrared radiation.</p>","<p>The Sun, our main source of light and warmth, is famously poor photographic focus, because of its extraordinary shine and discharge of harming ultraviolet and infrared radiation.</p>",g,162|162,The Sun,o
Approved,16,162,The Sun,How to Photograph the Sun | B&H Explora,https://www.bhphotovideo.com/explora/photography/tips-and-solutions/how-photograph-sun,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Sun_2.png,"<p>The Sun, our source of light and warmth, is a notoriously poor photographic target, due to its extreme brightness and constant emissions of damaging ultraviolet and infrared radiation.</p>","<p>The Sun, our main source of light and warmth, is famously poor photographic focus, because of its extraordinary shine and discharge of harming ultraviolet and infrared radiation.</p>",g,162|162,The Sun,a
Approved,140,162,The Sun,How to Photograph the Sun | B&H Explora,https://www.bhphotovideo.com/explora/photography/tips-and-solutions/how-photograph-sun,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Sun_2.png,"<p>The Sun, our source of light and warmth, is a notoriously poor photographic target, due to its extreme brightness and constant emissions of damaging ultraviolet and infrared radiation.</p>","<p>The Sun, our main source of light and warmth, is famously poor photographic focus, because of its extraordinary shine and discharge of harming ultraviolet and infrared radiation.</p>",2,162|162,The Sun,o
Approved,96,162,The Sun,How to Photograph the Sun | B&H Explora,https://www.bhphotovideo.com/explora/photography/tips-and-solutions/how-photograph-sun,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Sun_2.png,"<p>The Sun, our source of light and warmth, is a notoriously poor photographic target, due to its extreme brightness and constant emissions of damaging ultraviolet and infrared radiation.</p>","<p>The Sun, our main source of light and warmth, is famously poor photographic focus, because of its extraordinary shine and discharge of harming ultraviolet and infrared radiation.</p>",2,162|162,The Sun,s
Approved,63,162,The Sun,How to Photograph the Sun | B&H Explora,https://www.bhphotovideo.com/explora/photography/tips-and-solutions/how-photograph-sun,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Sun_2.png,"<p>The Sun, our source of light and warmth, is a notoriously poor photographic target, due to its extreme brightness and constant emissions of damaging ultraviolet and infrared radiation.</p>","<p>The Sun, our main source of light and warmth, is famously poor photographic focus, because of its extraordinary shine and discharge of harming ultraviolet and infrared radiation.</p>",b,162|162,The Sun,o
Approved,94,163,The Sun,How to Photograph the Sun | B&H Explora,https://www.bhphotovideo.com/explora/photography/tips-and-solutions/how-photograph-sun,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Sun_2.png,"<p>Our warm and bright sun gives off large amounts of ultraviolet and infrared radiation, making it a notoriously difficult photographic target.</p>","<p>The Sun, our source of light and warmth, is a notoriously poor photographic target, due to its extreme brightness and constant emissions of damaging ultraviolet and infrared radiation.</p>",b,163|163,The Sun,s
Approved,57,163,The Sun,How to Photograph the Sun | B&H Explora,https://www.bhphotovideo.com/explora/photography/tips-and-solutions/how-photograph-sun,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Sun_2.png,"<p>Our warm and bright sun gives off large amounts of ultraviolet and infrared radiation, making it a notoriously difficult photographic target.</p>","<p>The Sun, our source of light and warmth, is a notoriously poor photographic target, due to its extreme brightness and constant emissions of damaging ultraviolet and infrared radiation.</p>",g,163|163,The Sun,o
Approved,80,163,The Sun,How to Photograph the Sun | B&H Explora,https://www.bhphotovideo.com/explora/photography/tips-and-solutions/how-photograph-sun,https://www.uni-weimar.de/medien/webis/tmp/snippet_generation_AMT_images/The Sun_2.png,"<p>Our warm and bright sun gives off large amounts of ultraviolet and infrared radiation, making it a notoriously difficult photographic target.</p>","<p>The Sun, our source of light and warmth, is a notoriously poor photographic target, due to its extreme brightness and constant emissions of damaging ultraviolet and infrared radiation.</p>",1,163|163,The Sun,a
